controller,tier,condition,seed,trial_seed,success,collision,path_length,time_to_goal,min_clearance,steering_smoothness,final_goal_distance,steps
B_handtuned_flc,sparse,faulty,10,827195,False,True,550.0,400,2.885857933121359,4.191034672282786,77.7831956194522,275
B_handtuned_flc,sparse,faulty,11,891107,False,True,110.00000000000001,400,2.11551049592227,3.289279568285343,54.495791333985615,55
B_handtuned_flc,sparse,faulty,12,419585,False,True,115.99999999999989,400,2.9085937295264586,1.811336165478787,23.05166341170501,58
B_handtuned_flc,sparse,faulty,13,197278,False,False,800.0,400,4.298851975430855,5.540949865359205,52.67714247886786,400
B_handtuned_flc,sparse,faulty,14,662269,False,True,72.00000000000001,400,1.8382448486162613,2.1226841516170483,60.31912961220534,36
B_handtuned_flc,dense,clean,0,404653,False,True,274.0,400,1.959119709486212,5.756479126018606,96.21855312781216,137
B_handtuned_flc,dense,clean,1,215753,False,True,108.00000000000001,400,2.6565196227193892,6.944795212595489,91.23541627566861,54
B_handtuned_flc,dense,clean,2,944924,False,True,15.999999999999998,400,2.9862388997923235,25.77,103.5354006404494,8
B_handtuned_flc,dense,clean,3,12413,False,True,102.0,400,2.428741553654104,8.141692677767873,91.13345634120364,51
B_handtuned_flc,dense,clean,4,839153,False,True,195.99999999999997,400,2.2158067335027605,6.263758315149653,78.86687001206036,98
B_handtuned_flc,dense,clean,5,26206,False,True,92.0,400,2.7892703069239455,6.093569740971008,45.34273037420666,46
B_handtuned_flc,dense,clean,6,85702,False,True,232.0,400,2.1719024838233802,6.0276250130131475,51.28153193681006,116
B_handtuned_flc,dense,clean,7,720542,False,True,76.00000000000001,400,1.7570746576824967,8.209626214405853,52.6937965576985,38
B_handtuned_flc,dense,clean,8,43194,False,True,83.99999999999999,400,3.6094625903143105,9.149611205638479,69.45858815314439,42
B_handtuned_flc,dense,clean,9,76840,False,True,28.000000000000007,400,3.127151581262199,30.60198934551897,91.66382806000273,14
B_handtuned_flc,dense,clean,10,827195,False,True,68.0,400,2.457581802735188,13.752032811914052,62.980380978406075,34
B_handtuned_flc,dense,clean,11,891107,False,True,46.0,400,3.3790406356806986,13.260685190582644,85.67219992596715,23
B_handtuned_flc,dense,clean,12,419585,False,True,57.99999999999999,400,2.152004704768115,6.135551862666685,75.59082413765609,29
B_handtuned_flc,dense,clean,13,197278,False,True,135.99999999999997,400,3.215393733160533,5.4407456146005755,8.056999674293024,68
B_handtuned_flc,dense,clean,14,662269,False,True,208.0,400,2.2321243867497715,6.106286728418675,80.56584852351821,104
B_handtuned_flc,dense,faulty,0,404653,False,True,108.0,400,2.2681580752477877,4.2444896782304955,38.911262881240305,54
B_handtuned_flc,dense,faulty,1,215753,False,False,800.0,400,3.062446716697766,5.93940538667206,87.41964923163052,400
B_handtuned_flc,dense,faulty,2,944924,False,True,15.999999999999998,400,2.9862388997923235,25.77,103.5354006404494,8
B_handtuned_flc,dense,faulty,3,12413,False,True,104.0,400,2.7538328643380283,17.42317019456398,90.87132587185951,52
